,name,hp,attack,defense,special_attack,special_defense,speed,total,capture_rate,flavor_text_entries,habitat,id_x,base_experience,type_1,type_2,generation
416,floatzel,85,105,55,85,50,115,495,75,It floats using its well-developed flotation sac. It assists in the rescues of drowning people.,waters-edge,419,173,water,,4
475,froslass,70,80,70,80,70,110,480,75,It freezes foes with an icy breath nearly -60 degrees F. What seems to be its body is actually hollow.,cave,478,168,ice,ghost,4
238,elekid,45,63,37,65,55,95,360,45,"It generates electricity by whirling its arms. However, it can’t store the energy it makes.",grassland,239,72,electric,,2
448,skorupi,40,50,90,30,55,65,330,120,It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.,grassland,451,66,poison,bug,4
436,mime-jr,20,25,45,70,90,60,310,145,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.",urban,439,62,psychic,fairy,4
415,buizel,55,65,35,60,30,85,330,190,It has a flotation sac that is like an inflatable collar. It floats on water with its head out.,waters-edge,418,66,water,,4
420,gastrodon,111,83,68,92,82,39,475,75,"It has a pliable body without any bones. If any part of its body is torn off, it grows right back.",waters-edge,423,166,water,ground,4
396,staraptor,85,120,70,50,60,100,485,45,It has a savage nature. It will courageously challenge foes that are much larger.,forest,398,218,normal,flying,4
173,igglybuff,90,30,15,40,20,15,210,170,"It has a very soft body. If it starts to roll, it will bounce all over and be impossible to stop.",grassland,174,42,normal,fairy,2
403,luxray,80,120,79,95,79,70,523,45,It has eyes that can see through anything. It spots and captures prey hiding behind objects.,grassland,405,235,electric,,4
198,slowking,95,75,80,100,110,30,490,70,"It has incredible intellect and in­ tuition. Whatever the situation, it remains calm and collected.",waters-edge,199,172,water,psychic,2
368,relicanth,100,90,130,45,65,55,485,25,It has remained unchanged for 100 million years. It was discovered during a deep-sea exploration.,sea,369,170,water,rock,3
231,donphan,90,120,120,60,60,50,500,60,"It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house.",rough-terrain,232,175,ground,,2
481,palkia,90,120,100,150,120,100,680,3,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,sea,484,306,water,dragon,4
445,lucario,70,110,70,115,70,90,525,45,It has the ability to sense the auras of all things. It understands human speech.,mountain,448,184,fighting,steel,4
449,drapion,70,90,110,60,75,95,500,45,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,grassland,452,175,poison,dark,4
480,dialga,100,120,120,150,100,90,680,3,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,rough-terrain,483,306,steel,dragon,4
44,vileplume,75,80,85,110,90,50,490,45,"It has the world's largest petals. With every step, the petals shake out heavy clouds of toxic pollen.",grassland,45,221,grass,poison,1
201,wobbuffet,190,33,58,33,58,33,405,45,"It hates light and shock. If attack­ ed, it inflates its body to pump up its counter­ strike.",cave,202,142,psychic,,2
209,granbull,90,120,75,60,60,45,450,75,"It is actually timid and easily spooked. If at­ tacked, it flails about to fend off its attacker.",urban,210,158,fairy,,2
235,tyrogue,35,35,35,35,35,35,210,75,"It is always bursting with en­ ergy. To make it­ self stronger, it keeps on fighting even if it loses.",urban,236,42,fighting,,2
171,pichu,20,40,15,35,35,60,205,190,It is not yet skilled at storing electricity. It may send out a jolt if amused or startled.,forest,172,41,electric,,2
23,arbok,60,95,69,65,79,80,448,90,It is rumored that the ferocious warning markings on its belly differ from area to area.,grassland,24,157,poison,,1
280,kirlia,38,35,35,65,55,50,278,120,It is said that a KIRLIA that is exposed to the positive emotions of its TRAINER grows beautiful. This POKéMON controls psychokinetic powers with its highly developed brain.,urban,281,97,psychic,fairy,3
248,lugia,106,90,130,90,154,110,680,3,It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.,rare,249,306,psychic,flying,2
307,medicham,60,60,75,60,75,80,410,90,"It is said that through meditation, MEDICHAM heightens energy inside its body and sharpens its sixth sense. This POKéMON hides its presence by merging itself with fields and mountains.",mountain,308,144,fighting,psychic,3
145,moltres,90,100,90,125,85,90,580,3,It is said to be the legendary bird Pokémon of fire. Every flap of its wings creates a dazzling flare of flames.,rare,146,261,fire,flying,1
479,azelf,75,125,70,125,70,115,580,3,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg.",urban,482,261,psychic,,4
154,cyndaquil,39,52,43,60,50,65,309,45,"It is timid, and always curls it­ self up in a ball. If attacked, it flares up its back for protection.",grassland,155,62,fire,,2
488,arceus,120,120,120,120,120,120,720,3,It is told in mythology that this Pokémon was born before the universe even existed.,grassland,493,324,normal,,4
164,ledyba,40,20,30,40,80,55,265,255,It is very timid. It will be afraid to move if it is alone. But it will be active if it is in a group.,forest,165,53,bug,flying,2
166,spinarak,40,60,40,40,40,30,250,255,"It lies still in the same pose for days in its web, waiting for its unsuspecting prey to wander close.",forest,167,50,bug,poison,2
199,misdreavus,60,60,60,85,85,85,435,45,It likes playing mischievous tricks such as screaming and wailing to startle people at night.,cave,200,87,ghost,,2
203,pineco,50,65,90,35,35,15,290,190,It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn't bother it.,forest,204,58,bug,,2
406,cranidos,67,125,40,30,30,58,350,45,It lived in jungles around 100 million years ago. Its skull is as hard as iron.,mountain,408,70,rock,,4
392,prinplup,64,66,68,81,76,50,405,45,"It lives alone, away from others. Apparently, every one of them believes it is the most important.",waters-edge,394,142,water,,4
366,huntail,55,104,105,94,75,52,485,60,It lives deep in the pitch-dark sea. It attracts prey by moving its tail in mimicry of a small animal.,sea,367,170,water,,3
446,hippopotas,68,72,78,38,42,32,330,140,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body.",rough-terrain,449,66,ground,,4
456,snover,60,62,50,62,60,40,334,120,"It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive.",forest,459,67,grass,ice,4
454,lumineon,69,69,76,69,86,91,460,75,It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.,waters-edge,457,161,water,,4
437,happiny,100,5,5,15,65,30,220,130,It loves round white things. It carries an egg-shaped rock in imitation of CHANSEY.,grassland,440,110,normal,,4
411,mothim,70,94,50,94,50,66,424,45,It loves the honey of flowers and steals honey collected by COMBEE.,forest,414,148,bug,flying,4
414,pachirisu,60,45,70,45,90,95,405,200,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.,grassland,417,142,electric,,4
398,bibarel,79,85,60,55,60,71,410,127,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,grassland,400,144,normal,water,4
190,sunkern,30,30,30,30,30,30,180,235,"It may drop out of the sky suddenly. If attacked by a SPEAROW, it will violently shake its leaves.",grassland,191,36,grass,,2
440,gible,58,70,45,40,45,42,300,45,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.",waters-edge,443,60,dragon,ground,4
469,gliscor,75,95,125,45,75,95,510,30,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!",rough-terrain,472,179,ground,flying,4
435,bonsly,50,80,95,10,45,10,290,255,It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.,mountain,438,58,rock,,4
870,spectrier,100,65,60,145,80,130,580,3,It probes its surroundings with all its senses save one—it doesn't use its sense of sight. Spectrier's kicks are said to separate soul from body.,cave,897,290,ghost,,8
431,stunky,63,63,47,41,41,74,329,225,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,grassland,434,66,poison,dark,4
463,electivire,75,123,67,95,85,95,540,30,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.",grassland,466,243,electric,,4
461,rhyperior,115,140,130,55,55,40,535,30,It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times.,rough-terrain,464,241,ground,rock,4
309,manectric,70,75,60,105,60,105,475,45,It rarely appears before people. It is said to nest where lightning has fallen.,grassland,310,166,electric,,3
9,caterpie,45,30,35,20,20,45,195,255,It releases a stench from its red antenna to repel enemies. It grows by molting repeatedly.,forest,10,39,bug,,1
219,swinub,50,50,40,30,30,50,250,225,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.,cave,220,50,ice,ground,2
43,gloom,60,65,70,85,75,40,395,120,"It secretes a sticky, drool-like honey. Although sweet, it smells too repulsive to get very close.",grassland,44,138,grass,poison,1
399,kricketot,37,25,41,25,41,25,194,255,"It shakes its head back to front, causing its antennae to hit each other and sound like a xylophone.",forest,401,39,bug,,4
169,chinchou,75,38,38,56,56,67,330,190,It shoots positive and negative elec­ tricity between the tips of its two antennae and zaps its enemies.,sea,170,66,water,electric,2
424,buneary,55,66,44,44,56,85,350,190,It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain.,grassland,427,70,normal,,4
167,ariados,70,90,70,60,70,40,400,90,It spins string not only from its rear but also from its mouth. It is hard to tell which end is which.,forest,168,140,bug,poison,2
432,skuntank,103,93,67,71,61,84,479,60,It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet.,grassland,435,168,poison,dark,4
222,remoraid,35,65,35,65,35,65,300,190,It squirts water forcefully from its mouth to shoot down flying prey.,sea,223,60,water,,2
100,electrode,60,50,70,80,80,150,490,60,It stores electric energy under very high pressure. It often explodes with little or no provocation.,urban,101,172,electric,,1
316,swalot,100,73,83,73,83,55,467,75,It swallows anything whole. It sweats toxic fluids from its follicles to douse foes.,grassland,317,163,poison,,3
211,scizor,70,130,100,55,80,65,500,25,It swings its eye- patterned pincers up to scare its foes. This makes it look like it has three heads.,grassland,212,175,bug,steel,2
230,phanpy,90,60,60,40,40,40,330,120,"It swings its long snout around play­ fully, but because it is so strong, that can be dan­ gerous.",rough-terrain,231,66,ground,,2
223,octillery,75,105,75,105,75,45,480,75,It traps enemies with its suction- cupped tentacles then smashes them with its rock-hard head.,sea,224,168,water,,2
390,infernape,76,104,71,104,71,108,534,45,It uses a special kind of martial arts involving all its limbs. Its fire never goes out.,grassland,392,240,fire,fighting,4
227,houndour,45,60,30,80,50,65,330,120,It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.,rough-terrain,228,66,dark,fire,2
19,raticate,55,81,60,50,70,97,413,127,It uses its whis­ kers to maintain its balance. It apparently slows down if they are cut off.,grassland,20,145,normal,,1
195,espeon,65,65,60,130,95,110,525,45,It uses the fine hair that covers its body to sense air currents and predict its ene­ my's actions.,urban,196,184,psychic,,2
149,mewtwo,106,110,90,154,90,130,680,3,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.,rare,150,306,psychic,,1
457,abomasnow,90,92,75,92,85,60,494,60,It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.,forest,460,173,grass,ice,4
465,togekiss,85,50,95,120,115,80,545,30,It will never appear where there is strife. Its sightings have become rare recently.,forest,468,245,fairy,flying,4
443,munchlax,135,85,40,40,85,5,390,50,"It wolfs down its weight in food once a day, swallowing food whole with almost no chewing.",grassland,446,78,normal,,4
460,lickilicky,110,85,95,80,95,50,515,30,It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.,grassland,463,180,normal,,4
423,drifblim,150,80,44,90,54,80,498,60,"It’s drowzy in daytime, but flies off in the evening in big groups. No one knows where they go.",forest,426,174,ghost,flying,4
413,vespiquen,70,80,102,80,102,40,474,45,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by COMBEE.,forest,416,166,bug,flying,4
327,trapinch,45,100,45,45,45,10,290,255,"Its big jaws crunch through boulders. Because its head is so big, it has a hard time getting back upright if it tips over onto its back.",rough-terrain,328,58,ground,,3
125,magmar,65,95,57,100,85,93,495,45,Its body always burns with an orange glow that enables it to hide perfectly among flames.,mountain,126,173,fire,,1
247,tyranitar,100,134,110,95,100,61,600,45,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies.",mountain,248,270,rock,dark,2
207,steelix,75,85,200,55,65,30,510,25,"Its body has been compressed deep under the ground. As a result, it is even harder than a diamond.",cave,208,179,steel,ground,2
75,golem,80,120,130,55,65,45,495,45,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.,mountain,76,223,rock,ground,1
64,alakazam,55,50,45,135,95,120,500,50,"Its brain can out­ perform a super­ computer. Its intelligence quotient is said to be 5,000.",urban,65,225,psychic,,1
373,beldum,40,55,80,35,60,30,300,3,"Its cells are all magnetic, and it communicates with others by using magnetic pulses.",rough-terrain,374,60,steel,psychic,3
120,starmie,60,75,85,100,85,115,520,60,Its central core glows with the seven colors of the rainbow. Some people value the core as a gem.,sea,121,182,water,psychic,1
450,croagunk,48,61,40,61,40,50,300,140,Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers.,grassland,453,60,poison,fighting,4
402,luxio,60,85,49,60,49,60,363,120,Its claws loose electricity with enough amperage to cause fainting. They live in small groups.,grassland,404,127,electric,,4
123,jynx,65,50,35,115,95,95,455,45,"Its cries sound like human speech. However, it is impossible to tell what it is trying to say.",urban,124,159,ice,psychic,1
426,mismagius,60,60,60,105,105,105,495,45,Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations.,cave,429,173,ghost,,4
204,forretress,75,90,140,60,60,40,465,75,Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery.,forest,205,163,bug,steel,2
163,noctowl,100,50,50,86,96,70,452,90,Its eyes are specially adapted. They concentrate even faint light and enable it to see in the dark.,forest,164,158,normal,flying,2
200,unown,48,72,48,72,48,48,336,225,"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.",rare,201,118,psychic,,2
132,eevee,55,55,50,45,65,55,325,45,Its genetic code is irregular. It may mutate if it is exposed to radiation from element STONEs.,urban,133,65,normal,,1
30,nidoqueen,90,92,87,75,85,76,505,45,Its hard scales provide strong protection. It uses its hefty bulk to execute powerful moves.,grassland,31,227,poison,ground,1
89,shellder,30,65,100,45,25,40,305,190,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,sea,90,61,water,,1
76,ponyta,50,85,55,65,65,90,410,190,Its hooves are 10 times harder than diamonds. It can trample anything completely flat in little time.,grassland,77,82,fire,,1
470,mamoswine,110,130,80,70,60,80,530,50,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,cave,473,239,ice,ground,4
451,toxicroak,83,106,65,86,65,85,490,75,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,grassland,454,172,poison,fighting,4
237,smoochum,45,30,15,85,65,65,305,45,Its lips are the most sensitive parts on its body. It always uses its lips first to examine things.,urban,238,61,ice,psychic,2
34,clefairy,70,45,48,60,65,35,323,150,Its magical and cute appeal has many admirers. It is rare and found only in certain areas.,mountain,35,113,fairy,,1
110,rhyhorn,80,85,95,30,30,25,345,120,Its massive bones are 1000 times harder than human bones. It can easily knock a trailer flying.,rough-terrain,111,69,ground,rock,1
240,miltank,95,80,105,40,70,100,490,45,"Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary.",grassland,241,172,normal,,2
66,machoke,80,100,70,50,60,45,405,90,"Its muscular body is so powerful, it must wear a power save belt to be able to regulate its motions.",mountain,67,142,fighting,,1
59,poliwag,40,50,40,40,40,90,300,255,Its newly grown legs prevent it from running. It appears to prefer swimming than trying to stand.,waters-edge,60,60,water,,1
214,sneasel,55,95,55,35,75,115,430,60,"Its paws conceal sharp claws. If attacked, it sud­ denly extends the claws and startles its enemy.",forest,215,86,dark,ice,2
97,krabby,30,105,90,25,25,50,325,225,"Its pincers are not only powerful weapons, they are used for balance when walking sideways.",waters-edge,98,65,water,,1
407,rampardos,97,165,60,65,50,58,495,45,Its powerful head butt has enough power to shatter even the most durable things upon impact.,mountain,409,173,rock,,4
246,pupitar,70,84,70,65,70,51,410,45,"Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain.",mountain,247,144,rock,ground,2
140,kabutops,60,115,105,65,70,80,495,45,Its sleek shape is perfect for swim­ ming. It slashes prey with its claws and drains the body fluids.,sea,141,173,rock,water,1
25,raichu,60,90,55,90,80,110,485,75,"Its tail discharges electricity into the ground, protecting it from getting shocked.",forest,26,218,electric,,1
202,girafarig,70,80,65,90,65,85,455,60,"Its tail has a small brain of its own. Beware! If you get close, it may react to your scent and bite.",grassland,203,159,normal,psychic,2
189,aipom,55,70,55,40,55,85,360,45,Its tail is so powerful that it can use it to grab a tree branch and hold itself up in the air.,forest,190,72,normal,,2
107,lickitung,90,55,75,60,75,30,385,45,Its tongue can be extended like a chameleon's. It leaves a tingling sensation when it licks enemies.,grassland,108,77,normal,,1
157,totodile,50,65,64,44,48,43,314,45,Its well-developed jaws are powerful and capable of crushing anything. Even its trainer must be careful.,waters-edge,158,63,water,,2
467,leafeon,65,110,130,60,65,95,525,45,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",grassland,470,184,grass,,4
351,kecleon,60,90,70,60,120,40,440,200,KECLEON is capable of changing its body colors at will to blend in with its surroundings. There is one exception - this POKéMON can’t change the zigzag pattern on its belly.,forest,352,154,normal,,3
478,mesprit,80,105,105,105,105,80,580,3,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy.",urban,481,261,psychic,,4
477,uxie,75,75,130,75,130,95,580,3,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.,urban,480,261,psychic,,4
381,kyogre,100,100,90,150,140,90,670,3,KYOGRE has the power to create massive rain clouds that cover the entire sky and bring about torrential downpours. This POKéMON saved people who were suffering from droughts.,sea,382,302,water,,3
379,latias,80,80,90,110,130,110,600,3,"LATIAS is highly sensitive to the emotions of people. If it senses any hostility, this POKéMON ruffles the feathers all over its body and cries shrilly to intimidate the foe.",waters-edge,380,270,dragon,psychic,3
102,exeggutor,95,95,85,125,75,55,530,45,"Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE.",forest,103,186,grass,psychic,1
249,ho-oh,106,130,90,110,154,90,680,3,Legends claim this POKéMON flies the world's skies con­ tinuously on its magnificent seven- colored wings.,rare,250,306,fire,flying,2
344,lileep,66,41,77,61,87,23,355,45,LILEEP became extinct approximately a hundred million years ago. This ancient POKéMON attaches itself to a rock on the seafloor and catches approaching prey using tentacles  shaped like flower petals.,sea,345,71,rock,grass,3
263,linoone,78,70,61,50,61,100,420,90,"LINOONE always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This POKéMON is very challenged by gently curving roads.",grassland,264,147,normal,,3
49,diglett,10,55,25,35,45,95,265,255,Lives about one yard underground where it feeds on plant roots. It sometimes appears above ground.,cave,50,53,ground,,1
47,venonat,60,55,50,40,55,45,305,190,Lives in the shadows of tall trees where it eats insects. It is attracted by light at night.,forest,48,61,bug,poison,1
146,dratini,41,64,45,50,50,50,300,45,Long considered a mythical POKéMON until recently when a small colony was found living underwater.,waters-edge,147,60,dragon,,1
269,lotad,40,30,30,40,50,30,220,255,"LOTAD live in ponds and lakes, where they float on the surface. It grows weak if its broad leaf dies. On rare occasions, this POKéMON travels on land in search of clean water.",waters-edge,270,44,water,grass,3
293,loudred,84,71,43,71,43,48,360,120,LOUDRED’s bellowing can completely decimate a wood-frame house. It uses its voice to punish its foes. This POKéMON’s round ears serve as loudspeakers.,cave,294,126,normal,,3
65,machop,70,80,50,35,35,35,305,180,Loves to build its muscles. It trains in all styles of martial arts to become even stronger.,mountain,66,61,fighting,,1
271,ludicolo,80,70,70,90,100,70,480,45,"LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings.",waters-edge,272,216,water,grass,3
336,lunatone,90,55,65,95,85,70,460,45,"LUNATONE was discovered at a location where a meteorite fell. As a result, some people theorize that this POKéMON came from space. However, no one has been able to prove this theory so far.",cave,337,161,rock,psychic,3
369,luvdisc,43,30,55,40,65,97,330,225,LUVDISC live in shallow seas in the tropics. This heart-shaped POKéMON earned its name by swimming after loving couples it spotted in the ocean’s waves.,sea,370,116,water,,3
385,turtwig,55,68,64,45,55,31,318,45,"Made from soil, the shell on its back hardens when it drinks water. It lives along lakes.",grassland,387,64,grass,,4
295,makuhita,72,60,30,20,30,25,237,180,"MAKUHITA is tenacious - it will keep getting up and attacking its foe however many times it is knocked down. Every time it gets back up, this POKéMON stores more energy in its body for evolving.",mountain,296,47,fighting,,3
283,masquerain,70,60,62,100,82,80,454,75,MASQUERAIN intimidates enemies with the eyelike patterns on its antennas. This POKéMON flaps its four wings to freely fly in any direction - even sideways and backwards - as if it were a helicopter.,waters-edge,284,159,bug,flying,3
302,mawile,50,85,85,55,55,50,380,45,"MAWHILE’s huge jaws are actually steel horns that have been transformed. Its docile-looking face serves to lull its foe into letting down its guard. When the foe least expects it, MAWHILE chomps it with its gaping jaws.",cave,303,133,steel,fairy,3
306,meditite,30,40,55,40,55,60,280,180,"MEDITITE undertakes rigorous mental training deep in the mountains. However, whenever it meditates, this POKéMON always loses its concentration and focus. As a result, its training never ends.",mountain,307,56,fighting,psychic,3
375,metagross,80,135,130,95,90,70,600,3,"METAGROSS has four brains in total. Combined, the four brains can breeze through difficult calculations faster than a supercomputer. This POKéMON can float in the air by tucking in its four legs.",rough-terrain,376,270,steel,psychic,3
311,minun,60,40,50,75,85,95,405,200,MINUN is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates.,grassland,312,142,electric,,3
22,ekans,35,60,44,40,54,55,288,255,"Moves silently and stealthily. Eats the eggs of birds, such as PIDGEY and SPEAROW, whole.",grassland,23,58,poison,,1
318,sharpedo,70,120,40,95,40,95,460,60,"Nicknamed “the bully of the sea,” SHARPEDO is widely feared. Its cruel fangs grow back immediately if they snap off. Just one of these POKéMON can thoroughly tear apart a supertanker.",sea,319,161,water,dark,3
290,ninjask,61,90,45,50,50,160,456,120,"NINJASK moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this POKéMON was long believed to be invisible.",forest,291,160,bug,flying,3
124,electabuzz,65,83,57,95,85,105,490,45,"Normally found near power plants, they can wander away and cause major blackouts in cities.",grassland,125,172,electric,,1
292,whismur,64,51,23,51,23,28,240,190,"Normally, WHISMUR’s voice is very quiet - it is barely audible even if one is paying close attention. However, if this POKéMON senses danger, it starts crying at an earsplitting volume.",cave,293,48,normal,,3
298,nosepass,30,45,135,45,90,30,375,255,"NOSEPASS’s magnetic nose is always pointed to the north. If two of these POKéMON meet, they cannot turn their faces to each other when they are close because their magnetic noses repel one another.",cave,299,75,rock,,3
321,numel,60,60,40,65,45,35,305,255,"NUMEL is extremely dull witted - it doesn’t notice being hit. However, it can’t stand hunger for even a second. This POKéMON’s body is a seething cauldron of boiling magma.",mountain,322,61,fire,ground,3
273,nuzleaf,70,70,40,60,40,60,340,120,NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched.,forest,274,119,grass,dark,3
3,charmander,39,52,43,60,50,65,309,45,"Obviously prefers hot places. When it rains, steam is said to spout from the tip of its tail.",mountain,4,62,fire,,1
12,weedle,40,35,30,20,20,50,195,255,"Often found in forests, eating leaves. It has a sharp venomous stinger on its head.",forest,13,39,bug,poison,1
101,exeggcute,60,40,80,60,45,40,325,90,"Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms.",forest,102,65,grass,psychic,1
54,golduck,80,82,78,95,80,85,500,75,"Often seen swim­ ming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa.",waters-edge,55,175,water,,1
188,jumpluff,75,55,70,55,95,110,460,45,"Once it catches the wind, it deft­ ly controls its cotton-puff spores to float, even around the world.",grassland,189,207,grass,flying,2
41,golbat,75,80,70,65,75,90,455,90,"Once it strikes, it will not stop draining energy from the victim even if it gets too heavy to fly.",cave,42,159,poison,flying,1
434,bronzong,67,89,116,79,116,33,500,90,"One caused a news sensation when it was dug up at a construction site after a 2,000-year sleep.",rough-terrain,437,175,steel,psychic,4
33,nidoking,81,102,77,85,75,85,505,45,One swing of its mighty tail can snap a telephone pole as if it were a matchstick.,grassland,34,227,poison,ground,1
404,budew,40,30,35,50,70,55,280,255,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.",grassland,406,56,grass,poison,4
429,purugly,71,82,64,64,59,112,452,75,"Para intimidar y parecer más corpulento, se aprieta la cintura con su cola bífida.",grassland,432,158,normal,,4
278,pelipper,60,50,100,95,70,65,440,45,PELIPPER is a flying transporter that carries small POKéMON and eggs inside its massive bill. This POKéMON builds its nest on steep cliffs facing the sea.,sea,279,154,water,flying,3
310,plusle,60,50,40,85,75,95,405,200,"PLUSLE always acts as a cheerleader for its partners. Whenever a teammate puts out a good effort in battle, this POKéMON shorts out its body to create the crackling noises of sparks to show its joy.",grassland,311,142,electric,,3
111,rhydon,105,130,120,45,45,40,485,60,"Protected by an armor-like hide, it is capable of living in molten lava of 3,600 degrees.",rough-terrain,112,170,ground,rock,1
95,drowzee,60,48,45,43,90,42,328,190,Puts enemies to sleep then eats their dreams. Occasionally gets sick from eating bad dreams.,grassland,96,66,psychic,,1
279,ralts,28,25,25,45,35,40,198,235,"RALTS senses the emotions of people using the horns on its head. This POKéMON rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition.",urban,280,40,psychic,fairy,3
129,gyarados,95,125,79,60,100,81,540,45,"Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage.",waters-edge,130,189,water,flying,1
383,rayquaza,105,150,90,150,90,95,680,45,"RAYQUAZA lived for hundreds of millions of years in the earth’s ozone layer,  never descending to the ground. This POKéMON appears to feed on water and particles in the atmosphere.",rare,384,306,dragon,flying,3
377,regice,80,50,100,100,200,50,580,3,"REGICE’s body was made during an ice age. The deep-frozen body can’t be melted, even by fire. This POKéMON controls frigid air of minus 328 degrees F.",cave,378,261,ice,,3
376,regirock,80,100,200,50,100,50,580,3,"REGIROCK was sealed away by people long ago. If this POKéMON’s body is damaged in battle, it is said to seek out suitable rocks on its own to repair itself.",cave,377,261,rock,,3
378,registeel,80,75,150,75,150,50,580,3,REGISTEEL has a body that is harder than any kind of metal. Its body is apparently hollow. No one has any idea what this POKéMON eats.,cave,379,261,steel,,3
74,graveler,55,95,115,45,45,35,390,120,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.,mountain,75,137,rock,ground,1
301,sableye,50,75,75,65,65,50,380,45,"SABLEYE lead quiet lives deep inside caverns. They are feared, however, because these POKéMON are thought to steal the spirits of people when their eyes burn with a sinister glow in the darkness.",cave,302,133,dark,ghost,3
244,suicune,100,75,115,90,115,85,580,3,"Said to be the reincarnation of north winds, it can instantly purify filthy, murky water.",grassland,245,261,water,,2
70,victreebel,80,105,65,100,70,70,490,45,"Said to live in huge colonies deep in jungles, although no one has ever returned from there.",forest,71,221,grass,poison,1
372,salamence,95,135,80,110,80,100,600,45,"SALAMENCE came about as a result of a strong, long-held dream of growing wings. It is said that this powerful desire triggered a sudden mutation in this POKéMON’s cells, causing it to sprout its magnificent wings.",rough-terrain,373,270,dragon,flying,3
363,sealeo,90,60,70,75,70,45,410,120,SEALEO has the habit of always juggling on the tip of its nose anything it sees for the first time. This POKéMON occasionally entertains itself by balancing and rolling a SPHEAL on its nose.,sea,364,144,ice,water,3
272,seedot,40,40,50,30,30,30,220,255,"SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this POKéMON’s body becomes.",forest,273,44,grass,,3
335,seviper,73,100,60,100,60,65,458,90,SEVIPER shares a generations-long feud with ZANGOOSE. The scars on its body are evidence of vicious battles. This POKéMON attacks using its sword- edged tail.,grassland,336,160,poison,,3
274,shiftry,90,100,60,90,60,80,480,45,SHIFTRY is a mysterious POKéMON that is said to live atop towering trees  dating back over a thousand years. It creates terrific windstorms with the fans it holds.,forest,275,216,grass,dark,3
484,cresselia,120,70,120,75,130,85,600,3,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.,urban,488,270,psychic,,4
