,name,hp,attack,defense,special_attack,special_defense,speed,total,capture_rate,flavor_text_entries,habitat,id_x,base_experience,type_1,type_2,generation
192,yanma,65,65,45,75,45,95,390,75,"If it flaps its wings really fast, it can generate shock waves that will shatter win­ dows in the area.",forest,193,78,bug,flying,2
193,wooper,55,45,45,25,25,15,210,255,This POKéMON lives in cold water. It will leave the water to search for food when it gets cold outside.,waters-edge,194,42,water,ground,2
194,quagsire,95,85,85,65,65,35,430,90,"This carefree POKéMON has an easy-going nature. While swimming, it always bumps into boat hulls.",waters-edge,195,151,water,ground,2
195,espeon,65,65,60,130,95,110,525,45,It uses the fine hair that covers its body to sense air currents and predict its ene­ my's actions.,urban,196,184,psychic,,2
196,umbreon,95,65,110,60,130,65,525,45,"When agitated, this POKéMON pro­ tects itself by spraying poisonous sweat from its pores.",urban,197,184,dark,,2
197,murkrow,60,85,42,85,42,91,405,30,"Feared and loathed by many, it is believed to bring misfortune to all those who see it at night.",forest,198,81,dark,flying,2
198,slowking,95,75,80,100,110,30,490,70,"It has incredible intellect and in­ tuition. Whatever the situation, it remains calm and collected.",waters-edge,199,172,water,psychic,2
199,misdreavus,60,60,60,85,85,85,435,45,It likes playing mischievous tricks such as screaming and wailing to startle people at night.,cave,200,87,ghost,,2
200,unown,48,72,48,72,48,48,336,225,"Its flat, thin body is always stuck on walls. Its shape appears to have some meaning.",rare,201,118,psychic,,2
201,wobbuffet,190,33,58,33,58,33,405,45,"It hates light and shock. If attack­ ed, it inflates its body to pump up its counter­ strike.",cave,202,142,psychic,,2
202,girafarig,70,80,65,90,65,85,455,60,"Its tail has a small brain of its own. Beware! If you get close, it may react to your scent and bite.",grassland,203,159,normal,psychic,2
203,pineco,50,65,90,35,35,15,290,190,It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn't bother it.,forest,204,58,bug,,2
204,forretress,75,90,140,60,60,40,465,75,Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery.,forest,205,163,bug,steel,2
205,dunsparce,100,70,70,65,65,45,415,190,DUNSPARCE has a drill for its tail. It uses this tail to burrow into the ground backwards. This POKéMON is known to make its nest in complex shapes deep under the ground.,cave,206,145,normal,,2
206,gligar,65,75,105,35,65,85,430,60,"It flies straight at its target’s face, then clamps down on the startled victim to inject poison.",mountain,207,86,ground,flying,2
207,steelix,75,85,200,55,65,30,510,25,"Its body has been compressed deep under the ground. As a result, it is even harder than a diamond.",cave,208,179,steel,ground,2
208,snubbull,60,80,50,40,40,30,300,190,"Although it looks frightening, it is actually kind and affectionate. It is very popular among women.",urban,209,60,fairy,,2
209,granbull,90,120,75,60,60,45,450,75,"It is actually timid and easily spooked. If at­ tacked, it flails about to fend off its attacker.",urban,210,158,fairy,,2
210,qwilfish,65,95,85,55,55,85,440,45,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once.",sea,211,88,water,poison,2
211,scizor,70,130,100,55,80,65,500,25,It swings its eye- patterned pincers up to scare its foes. This makes it look like it has three heads.,grassland,212,175,bug,steel,2
212,shuckle,20,10,230,10,230,5,505,190,The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.,mountain,213,177,bug,rock,2
213,heracross,80,125,75,40,95,85,500,45,This powerful POKéMON thrusts its prized horn under its enemies’ bellies then lifts and throws them.,forest,214,175,bug,fighting,2
214,sneasel,55,95,55,35,75,115,430,60,"Its paws conceal sharp claws. If attacked, it sud­ denly extends the claws and startles its enemy.",forest,215,86,dark,ice,2
215,teddiursa,60,80,50,50,50,40,330,120,"If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey.",mountain,216,66,normal,,2
216,ursaring,90,130,75,75,75,55,500,60,"Avec sa capacité à sentir toute odeur, il trouve sans faillir de la nourriture enfouie dans le sol.",mountain,217,175,normal,,2
217,slugma,40,40,40,70,40,20,250,190,"Son corps est fait de magma. S’il cesse de bouger, il refroidit et durcit.",mountain,218,50,fire,,2
218,magcargo,60,50,120,90,80,30,430,75,The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.,mountain,219,151,fire,rock,2
219,swinub,50,50,40,30,30,50,250,225,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.,cave,220,50,ice,ground,2
220,piloswine,100,100,80,60,60,50,450,75,"Because the long hair all over its body obscures its sight, it just keeps charging repeatedly.",cave,221,158,ice,ground,2
221,corsola,65,55,95,65,95,35,410,60,It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.,sea,222,144,water,rock,2
222,remoraid,35,65,35,65,35,65,300,190,It squirts water forcefully from its mouth to shoot down flying prey.,sea,223,60,water,,2
223,octillery,75,105,75,105,75,45,480,75,It traps enemies with its suction- cupped tentacles then smashes them with its rock-hard head.,sea,224,168,water,,2
224,delibird,45,55,45,65,45,75,330,45,It carries food all day long. There are tales about lost people who were saved by the food it had.,mountain,225,116,ice,flying,2
225,mantine,85,40,70,80,140,70,485,25,"As it majestically swims, it doesn't care if REMORAID attach to it for scavenging its leftovers.",sea,226,170,water,flying,2
226,skarmory,65,80,140,40,70,70,465,25,全身披著鋼鐵鎧甲。 看起來很重，但牠能以 最高３００公里的時速飛行。,rough-terrain,227,163,steel,flying,2
227,houndour,45,60,30,80,50,65,330,120,It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.,rough-terrain,228,66,dark,fire,2
228,houndoom,75,90,50,110,80,95,500,45,"If you are burned by the flames it shoots from its mouth, the pain will never go away.",rough-terrain,229,175,dark,fire,2
229,kingdra,75,95,95,95,95,85,540,45,Dicen que suele esconderse en cuevas submarinas. Puede crear torbellinos al bostezar.,sea,230,243,water,dragon,2
230,phanpy,90,60,60,40,40,40,330,120,"It swings its long snout around play­ fully, but because it is so strong, that can be dan­ gerous.",rough-terrain,231,66,ground,,2
231,donphan,90,120,120,60,60,50,500,60,"It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house.",rough-terrain,232,175,ground,,2
232,porygon2,85,80,90,105,95,60,515,45,"This upgraded version of PORYGON is designed for space exploration. It can't fly, though.",urban,233,180,normal,,2
233,stantler,73,95,62,85,65,85,465,45,Those who stare at its antlers will gradually lose control of their senses and be unable to stand.,forest,234,163,normal,,2
234,smeargle,55,20,35,20,45,75,250,45,A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.,urban,235,88,normal,,2
235,tyrogue,35,35,35,35,35,35,210,75,"It is always bursting with en­ ergy. To make it­ self stronger, it keeps on fighting even if it loses.",urban,236,42,fighting,,2
236,hitmontop,50,95,95,35,110,70,455,45,"Si te encantan sus suaves, elegantes y danzarinas patadas, acabarás taladrado.",urban,237,159,fighting,,2
237,smoochum,45,30,15,85,65,65,305,45,Its lips are the most sensitive parts on its body. It always uses its lips first to examine things.,urban,238,61,ice,psychic,2
238,elekid,45,63,37,65,55,95,360,45,"It generates electricity by whirling its arms. However, it can’t store the energy it makes.",grassland,239,72,electric,,2
239,magby,45,75,37,70,55,83,365,45,"Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils.",mountain,240,73,fire,,2
240,miltank,95,80,105,40,70,100,490,45,"Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary.",grassland,241,172,normal,,2
241,blissey,255,10,10,75,135,55,540,30,Anyone who takes even one bite of BLISSEY's egg be­ comes unfailingly caring and pleas­ ant to everyone.,urban,242,608,normal,,2
242,raikou,90,85,75,115,100,115,580,3,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.,grassland,243,261,electric,,2
243,entei,115,115,85,90,75,100,580,3,"Volcanoes erupt when it barks. Un­ able to restrain its extreme power, it races headlong around the land.",grassland,244,261,fire,,2
244,suicune,100,75,115,90,115,85,580,3,"Said to be the reincarnation of north winds, it can instantly purify filthy, murky water.",grassland,245,261,water,,2
245,larvitar,50,64,50,45,50,41,300,45,"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow.",mountain,246,60,rock,ground,2
246,pupitar,70,84,70,65,70,51,410,45,"Its shell is as hard as sheet rock, and it is also very strong. Its THRASHING can topple a mountain.",mountain,247,144,rock,ground,2
247,tyranitar,100,134,110,95,100,61,600,45,"Its body can't be harmed by any sort of attack, so it is very eager to make challenges against enemies.",mountain,248,270,rock,dark,2
248,lugia,106,90,130,90,154,110,680,3,It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.,rare,249,306,psychic,flying,2
249,ho-oh,106,130,90,110,154,90,680,3,Legends claim this POKéMON flies the world's skies con­ tinuously on its magnificent seven- colored wings.,rare,250,306,fire,flying,2
250,celebi,100,100,100,100,100,100,600,45,This POKéMON wan­ ders across time. Grass and trees flourish in the forests in which it has appeared.,forest,251,270,psychic,grass,2
251,treecko,40,45,35,65,55,70,310,45,TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail.,forest,252,62,grass,,3
252,grovyle,50,65,45,85,65,95,405,45,발달한 넓적다리의 근육이 경이로운 순발력과 도약력을 만들어 낸다.,forest,253,142,grass,,3
253,sceptile,70,85,65,105,85,120,530,45,The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.,forest,254,239,grass,,3
254,torchic,45,60,40,70,50,45,310,45,"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black.",grassland,255,62,fire,,3
255,combusken,60,85,60,85,60,55,405,45,"COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second.",grassland,256,142,fire,fighting,3
256,blaziken,80,120,70,110,70,80,530,45,"In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this POKéMON’s wrists burn.",grassland,257,239,fire,fighting,3
257,mudkip,50,70,50,50,50,40,310,45,"The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes.",waters-edge,258,62,water,,3
258,marshtomp,70,85,70,60,70,50,405,45,"The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low.",waters-edge,259,142,water,ground,3
259,swampert,100,110,90,85,90,60,535,45,SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This POKéMON also has powerful vision that lets it see even in murky water.,waters-edge,260,241,water,ground,3
260,poochyena,35,55,35,30,30,35,220,255,"At first sight, POOCHYENA takes a bite at anything that moves. This POKéMON chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back.",grassland,261,56,dark,,3
261,mightyena,70,90,70,60,60,70,420,127,Les Grahyèna forment des meutes de dix qui excellent au travail de groupe pour capturer leurs proies.,grassland,262,147,dark,,3
262,zigzagoon,38,30,41,30,41,60,240,255,ZIGZAGOON restlessly wanders everywhere at all times. This POKéMON does so because it is very curious. It becomes interested in anything that it happens to see.,grassland,263,56,normal,,3
263,linoone,78,70,61,50,61,100,420,90,"LINOONE always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This POKéMON is very challenged by gently curving roads.",grassland,264,147,normal,,3
264,wurmple,45,45,35,20,30,20,195,255,"Using the spikes on its rear end,   WURMPLE peels the bark off trees and feeds on the sap that oozes out. This POKéMON’s feet are tipped with suction pads that allow it to cling to glass without slipping.",forest,265,56,bug,,3
265,silcoon,50,35,55,25,25,15,205,120,"SILCOON tethers itself to a tree branch using silk to keep from falling. There,  this POKéMON hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole.",forest,266,72,bug,,3
266,beautifly,60,70,50,100,50,65,395,45,"BEAUTIFLY’s favorite food is the sweet pollen of flowers. If you want to see this POKéMON, just leave a potted flower by an open window. BEAUTIFLY is sure to come looking for pollen.",forest,267,178,bug,flying,3
267,cascoon,50,35,55,25,25,15,205,120,"CASCOON makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This POKéMON prepares for its evolution inside the cocoon.",forest,268,72,bug,,3
268,dustox,60,50,70,50,90,65,385,45,"DUSTOX is instinctively drawn to light. Swarms of this POKéMON are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food.",forest,269,173,bug,poison,3
269,lotad,40,30,30,40,50,30,220,255,"LOTAD live in ponds and lakes, where they float on the surface. It grows weak if its broad leaf dies. On rare occasions, this POKéMON travels on land in search of clean water.",waters-edge,270,44,water,grass,3
270,lombre,60,50,50,60,70,50,340,120,"Vive en el agua y, cuando hace sol, se queda en la orilla. De día duerme sobre las algas y de noche entra en acción.",waters-edge,271,119,water,grass,3
271,ludicolo,80,70,70,90,100,70,480,45,"LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings.",waters-edge,272,216,water,grass,3
272,seedot,40,40,50,30,30,30,220,255,"SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this POKéMON’s body becomes.",forest,273,44,grass,,3
273,nuzleaf,70,70,40,60,40,60,340,120,NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched.,forest,274,119,grass,dark,3
274,shiftry,90,100,60,90,60,80,480,45,SHIFTRY is a mysterious POKéMON that is said to live atop towering trees  dating back over a thousand years. It creates terrific windstorms with the fans it holds.,forest,275,216,grass,dark,3
275,taillow,40,55,30,30,30,85,270,200,"TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy POKéMON will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.",grassland,276,54,normal,flying,3
276,swellow,60,85,60,75,50,125,455,45,"SWELLOW flies high above our heads, making graceful arcs in the sky. This POKéMON dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by SWELLOW’s clawed feet, preventing escape.",grassland,277,159,normal,flying,3
277,wingull,40,30,30,55,30,85,270,190,在海邊的懸崖上築巢。 會在海上盤旋，尋找牠 最愛吃的弱丁魚。,sea,278,54,water,flying,3
278,pelipper,60,50,100,95,70,65,440,45,PELIPPER is a flying transporter that carries small POKéMON and eggs inside its massive bill. This POKéMON builds its nest on steep cliffs facing the sea.,sea,279,154,water,flying,3
279,ralts,28,25,25,45,35,40,198,235,"RALTS senses the emotions of people using the horns on its head. This POKéMON rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition.",urban,280,40,psychic,fairy,3
280,kirlia,38,35,35,65,55,50,278,120,It is said that a KIRLIA that is exposed to the positive emotions of its TRAINER grows beautiful. This POKéMON controls psychokinetic powers with its highly developed brain.,urban,281,97,psychic,fairy,3
281,gardevoir,68,65,65,125,115,80,518,45,"GARDEVOIR has the ability to read the future. If it senses impending danger to its TRAINER, this POKéMON is said to unleash its psychokinetic energy at full power.",urban,282,233,psychic,fairy,3
282,surskit,40,30,32,50,52,65,269,200,"From the tips of its feet, SURSKIT secretes an oil that enables it to walk on water as if it were skating. This POKéMON feeds on microscopic organisms in ponds and lakes.",waters-edge,283,54,bug,water,3
283,masquerain,70,60,62,100,82,80,454,75,MASQUERAIN intimidates enemies with the eyelike patterns on its antennas. This POKéMON flaps its four wings to freely fly in any direction - even sideways and backwards - as if it were a helicopter.,waters-edge,284,159,bug,flying,3
284,shroomish,60,40,60,40,60,35,295,255,"SHROOMISH live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This POKéMON feeds on compost that is made up of fallen, rotted leaves.",forest,285,59,grass,,3
285,breloom,60,130,80,60,60,70,460,90,"BRELOOM closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This POKéMON’s fighting technique puts boxers to shame.",forest,286,161,grass,fighting,3
286,slakoth,60,60,60,35,35,30,280,255,"SLAKOTH lolls around for over twenty hours every day. Because it moves so little, it does not need much food. This POKéMON’s sole daily meal consists of just three leaves.",forest,287,56,normal,,3
287,vigoroth,80,80,80,55,55,90,440,120,VIGOROTH is always itching and agitated to go on a wild rampage. It simply can’t tolerate sitting still for even a minute. This POKéMON’s stress level rises if it can’t be moving constantly.,forest,288,154,normal,,3
288,slaking,150,160,100,95,65,100,670,45,"È il Pokémon più pigro del mondo, ma può sprigionare di colpo una quantità spaventosa di energia a lungo repressa.",forest,289,252,normal,,3
289,nincada,31,45,90,30,30,40,266,255,有时能在土里生活１０年以上。 会从树木的根部那里吸取营养。,forest,290,53,bug,ground,3
290,ninjask,61,90,45,50,50,160,456,120,"NINJASK moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this POKéMON was long believed to be invisible.",forest,291,160,bug,flying,3
291,shedinja,1,90,45,30,30,40,236,45,A discarded bug shell that came to life. Peering into the crack on its back is said to steal one’s spirit.,forest,292,83,bug,ghost,3
292,whismur,64,51,23,51,23,28,240,190,"Normally, WHISMUR’s voice is very quiet - it is barely audible even if one is paying close attention. However, if this POKéMON senses danger, it starts crying at an earsplitting volume.",cave,293,48,normal,,3
293,loudred,84,71,43,71,43,48,360,120,LOUDRED’s bellowing can completely decimate a wood-frame house. It uses its voice to punish its foes. This POKéMON’s round ears serve as loudspeakers.,cave,294,126,normal,,3
294,exploud,104,91,63,91,73,68,490,45,"EXPLOUD triggers earthquakes with the tremors it creates by bellowing. If this POKéMON violently inhales from the ports on its body, it’s a sign that it is preparing to let loose a huge bellow.",cave,295,221,normal,,3
295,makuhita,72,60,30,20,30,25,237,180,"MAKUHITA is tenacious - it will keep getting up and attacking its foe however many times it is knocked down. Every time it gets back up, this POKéMON stores more energy in its body for evolving.",mountain,296,47,fighting,,3
296,hariyama,144,120,60,40,60,50,474,200,"HARIYAMA practices its straight-arm slaps in any number of locations. One hit of this POKéMON’s powerful, openhanded, straight-arm punches could snap a telephone pole in two.",mountain,297,166,fighting,,3
297,azurill,50,20,40,20,40,20,190,150,"AZURILL spins its tail as if it were a lasso, then hurls it far. The momentum of the throw sends its body flying, too. Using this unique action, one of these POKéMON managed to hurl itself a record 33 feet.",waters-edge,298,38,normal,fairy,3
298,nosepass,30,45,135,45,90,30,375,255,"NOSEPASS’s magnetic nose is always pointed to the north. If two of these POKéMON meet, they cannot turn their faces to each other when they are close because their magnetic noses repel one another.",cave,299,75,rock,,3
299,skitty,50,45,45,35,35,50,260,255,SKITTY has the habit of becoming fascinated by moving objects and chasing them around. This POKéMON is known to chase after its own tail and become dizzy.,forest,300,52,normal,,3
300,delcatty,70,65,65,55,55,90,400,60,"DELCATTY prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this POKéMON eats and sleeps whenever it decides, its daily routines are completely random.",forest,301,140,normal,,3
301,sableye,50,75,75,65,65,50,380,45,"SABLEYE lead quiet lives deep inside caverns. They are feared, however, because these POKéMON are thought to steal the spirits of people when their eyes burn with a sinister glow in the darkness.",cave,302,133,dark,ghost,3
302,mawile,50,85,85,55,55,50,380,45,"MAWHILE’s huge jaws are actually steel horns that have been transformed. Its docile-looking face serves to lull its foe into letting down its guard. When the foe least expects it, MAWHILE chomps it with its gaping jaws.",cave,303,133,steel,fairy,3
303,aron,50,70,100,40,40,30,330,180,"This POKéMON has a body of steel. To make its body, ARON feeds on iron ore that it digs from mountains. Occasionally, it causes major trouble by eating bridges and rails.",mountain,304,66,steel,rock,3
304,lairon,60,90,140,50,50,40,430,90,Il raffole du minerai de fer. Il défend son territoire en chargeant avec son corps d’acier.,mountain,305,151,steel,rock,3
305,aggron,70,110,180,60,60,50,530,45,AGGRON claims an entire mountain as its own territory. It mercilessly beats up anything that violates its environment. This POKéMON vigilantly patrols its territory at all times.,mountain,306,239,steel,rock,3
306,meditite,30,40,55,40,55,60,280,180,"MEDITITE undertakes rigorous mental training deep in the mountains. However, whenever it meditates, this POKéMON always loses its concentration and focus. As a result, its training never ends.",mountain,307,56,fighting,psychic,3
307,medicham,60,60,75,60,75,80,410,90,"It is said that through meditation, MEDICHAM heightens energy inside its body and sharpens its sixth sense. This POKéMON hides its presence by merging itself with fields and mountains.",mountain,308,144,fighting,psychic,3
308,electrike,40,45,40,65,40,65,295,120,ELECTRIKE stores electricity in its long body hair. This POKéMON stimulates its leg muscles with electric charges. These jolts of power give its legs explosive acceleration performance.,grassland,309,59,electric,,3
309,manectric,70,75,60,105,60,105,475,45,It rarely appears before people. It is said to nest where lightning has fallen.,grassland,310,166,electric,,3
310,plusle,60,50,40,85,75,95,405,200,"PLUSLE always acts as a cheerleader for its partners. Whenever a teammate puts out a good effort in battle, this POKéMON shorts out its body to create the crackling noises of sparks to show its joy.",grassland,311,142,electric,,3
311,minun,60,40,50,75,85,95,405,200,MINUN is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates.,grassland,312,142,electric,,3
312,volbeat,65,73,75,47,85,85,430,150,"With the arrival of night, VOLBEAT emits light from its tail. It communicates with others by adjusting the intensity and flashing of its light. This POKéMON is attracted by the sweet aroma of ILLUMISE.",forest,313,151,bug,,3
313,illumise,65,47,75,73,85,85,430,150,"ILLUMISE attracts a swarm of VOLBEAT using a sweet fragrance. Once the VOLBEAT have gathered, this POKéMON leads the lit-up swarm in drawing geometric designs on the canvas of the night sky.",forest,314,151,bug,,3
314,roselia,50,60,45,100,80,65,400,150,両手の　花を　ねらう　相手には 鋭い　トゲを　飛ばして　攻撃する。 花の　香りは　気持ちを　和ませる。,grassland,315,140,grass,poison,3
315,gulpin,70,43,53,43,53,40,302,225,"Virtually all of GULPIN’s body is its stomach. As a result, it can swallow something its own size. This POKéMON’s stomach contains a special fluid that digests anything.",grassland,316,60,poison,,3
316,swalot,100,73,83,73,83,55,467,75,It swallows anything whole. It sweats toxic fluids from its follicles to douse foes.,grassland,317,163,poison,,3
317,carvanha,45,90,20,65,20,65,305,225,CARVANHA’s strongly developed jaws and its sharply pointed fangs pack the destructive power to rip out boat hulls. Many boats have been attacked and sunk by this POKéMON.,sea,318,61,water,dark,3
318,sharpedo,70,120,40,95,40,95,460,60,"Nicknamed “the bully of the sea,” SHARPEDO is widely feared. Its cruel fangs grow back immediately if they snap off. Just one of these POKéMON can thoroughly tear apart a supertanker.",sea,319,161,water,dark,3
319,wailmer,130,70,35,70,35,60,400,125,"It bounces playfully like a ball. The more seawater it swallows, the higher it bounces.",sea,320,80,water,,3
320,wailord,170,90,45,90,45,60,500,60,"WAILORD is the largest of all identified POKéMON up to now. This giant POKéMON swims languorously in the vast open sea, eating massive amounts of food at once with its enormous mouth.",sea,321,175,water,,3
321,numel,60,60,40,65,45,35,305,255,"NUMEL is extremely dull witted - it doesn’t notice being hit. However, it can’t stand hunger for even a second. This POKéMON’s body is a seething cauldron of boiling magma.",mountain,322,61,fire,ground,3
322,camerupt,70,100,70,105,75,40,460,150,"CAMERUPT has a volcano inside its body. Magma of 18,000 degrees F courses through its body. Occasionally, the humps on this POKéMON’s back erupt, spewing the superheated magma.",mountain,323,161,fire,ground,3
323,torkoal,70,85,140,85,70,20,470,90,"TORKOAL digs through mountains in search of coal. If it finds some, it fills hollow spaces on its shell with the coal and burns it. If it is attacked, this POKéMON spouts thick black smoke to beat a retreat.",mountain,324,165,fire,,3
324,spoink,60,25,35,70,80,60,330,255,"SPOINK bounces around on its tail. The shock of its bouncing makes its heart pump. As a result, this POKéMON cannot afford to stop bouncing - if it stops, its heart will stop.",mountain,325,66,psychic,,3
325,grumpig,80,45,65,90,110,80,470,60,"GRUMPIG uses the black pearls on its body to amplify its psychic power waves for gaining total control over its foe. When this POKéMON uses its special power, its snorting breath grows labored.",mountain,326,165,psychic,,3
326,spinda,60,60,60,60,60,60,360,255,"All the SPINDA that exist in the world are said to have utterly unique spot patterns. The shaky, tottering steps of this POKéMON give it the appearance of dancing.",mountain,327,126,normal,,3
327,trapinch,45,100,45,45,45,10,290,255,"Its big jaws crunch through boulders. Because its head is so big, it has a hard time getting back upright if it tips over onto its back.",rough-terrain,328,58,ground,,3
328,vibrava,50,70,50,50,50,70,340,120,"To make prey faint, VIBRAVA generates ultrasonic waves by vigorously making its two wings vibrate. This POKéMON’s ultrasonic waves are so powerful, they can bring on headaches in people.",rough-terrain,329,119,ground,dragon,3
329,flygon,80,100,80,80,80,100,520,45,"FLYGON is nicknamed “the elemental  spirit of the desert.” Because its flapping wings whip up a cloud of sand, this POKéMON is always enveloped in a sandstorm while flying.",rough-terrain,330,234,ground,dragon,3
330,cacnea,50,85,40,85,40,35,335,190,"CACNEA lives in arid locations such as deserts. It releases a strong aroma from its flower to attract prey. When prey comes near, this POKéMON shoots sharp thorns from its body to bring the victim down.",rough-terrain,331,67,grass,,3
331,cacturne,70,115,60,115,60,55,475,60,"During the daytime, CACTURNE remains unmoving so that it does not lose any moisture to the harsh desert sun. This POKéMON becomes active at night when the temperature drops.",rough-terrain,332,166,grass,dark,3
332,swablu,45,40,60,40,75,50,310,255,SWABLU has light and fluffy wings that are like cottony clouds. This POKéMON is not frightened of people. It lands on the heads of people and sits there like a cotton-fluff hat.,forest,333,62,normal,flying,3
333,altaria,75,70,90,70,105,80,490,45,"ALTARIA dances and wheels through the sky among billowing, cotton-like clouds. By singing melodies in its crystal-clear voice, this POKéMON makes its listeners experience dreamy wonderment.",forest,334,172,dragon,flying,3
334,zangoose,73,115,60,60,60,90,458,90,"Se sente anche solo l’odore di Seviper, gli si rizza la pelliccia. Lacera il nemico con artigli affilati.",grassland,335,160,normal,,3
335,seviper,73,100,60,100,60,65,458,90,SEVIPER shares a generations-long feud with ZANGOOSE. The scars on its body are evidence of vicious battles. This POKéMON attacks using its sword- edged tail.,grassland,336,160,poison,,3
336,lunatone,90,55,65,95,85,70,460,45,"LUNATONE was discovered at a location where a meteorite fell. As a result, some people theorize that this POKéMON came from space. However, no one has been able to prove this theory so far.",cave,337,161,rock,psychic,3
337,solrock,90,95,85,55,65,70,460,45,"SOLROCK is a new species of POKéMON that is said to have fallen from space. It floats in air and moves silently. In battle, this POKéMON releases intensely bright light.",cave,338,161,rock,psychic,3
338,barboach,50,48,43,46,41,60,288,190,"BARBOACH’s sensitive whiskers serve as a superb radar system. This POKéMON hides in mud, leaving only its two whiskers exposed while it waits for prey to come along.",waters-edge,339,58,water,ground,3
339,whiscash,110,78,73,76,71,60,468,75,"WHISCASH is extremely territorial. Just one of these POKéMON will claim a large pond as its exclusive territory. If a foe approaches it, it thrashes about and triggers a massive earthquake.",waters-edge,340,164,water,ground,3
340,corphish,43,80,65,50,35,35,308,205,CORPHISH were originally foreign POKéMON that were imported as pets. They eventually turned up in the wild. This POKéMON is very hardy and has greatly increased its population.,waters-edge,341,62,water,,3
341,crawdaunt,63,120,85,90,55,55,468,155,"CRAWDAUNT has an extremely violent nature that compels it to challenge other living things to battle. Other life-forms refuse to live in ponds inhabited by this POKéMON, making them desolate places.",waters-edge,342,164,water,dark,3
342,baltoy,40,40,55,40,70,55,300,255,BALTOY moves while spinning around on its one foot. Primitive wall paintings depicting this POKéMON living among people were discovered in some ancient ruins.,rough-terrain,343,60,ground,psychic,3
343,claydol,60,70,105,70,120,75,500,90,CLAYDOL are said to be dolls of mud made by primitive humans and brought to life by exposure to a mysterious ray. This POKéMON moves about while levitating.,rough-terrain,344,175,ground,psychic,3
344,lileep,66,41,77,61,87,23,355,45,LILEEP became extinct approximately a hundred million years ago. This ancient POKéMON attaches itself to a rock on the seafloor and catches approaching prey using tentacles  shaped like flower petals.,sea,345,71,rock,grass,3
345,cradily,86,81,97,81,107,43,495,45,CRADILY roams around the ocean floor in search of food. This POKéMON freely extends its tree trunk-like neck and captures unwary prey using its eight tentacles.,sea,346,173,rock,grass,3
346,anorith,45,95,50,40,50,75,355,45,ANORITH was regenerated from a prehistoric fossil. This primitive POKéMON once lived in warm seas. It grips its prey firmly between its two large claws.,waters-edge,347,71,rock,bug,3
